alpha,F,F_eff,F_amnt,abs(fluxD),fluxLR,fluxHR,potential_D1,potential_L2,potential_H2
0.0,5.383241108011028e-06,0.028674102292079437,5.383241108011028e-06,92880.84816708884,35319.11041447149,57561.737752616085,-0.3,-0.05874695471223652,0.2
0.02040816326530612,6.71831681895288e-05,0.00052952519160144,5.755104270178066e-05,8687.939896912023,4202.603898584006,4485.335998408373,-0.3,0.0,0.11447739299114203
0.04081632653061224,7.884844567709843e-05,0.0009721277928388866,4.0836558563830856e-05,12243.930869373144,5852.025243712516,6391.905625726606,-0.3,0.0,0.12399240475142723
0.061224489795918366,9.229281056533319e-05,0.0006796066071864024,5.398973687265476e-05,9261.019389297842,4459.794337137988,4801.2250521322785,-0.3,-0.043512827362897244,0.11628041820796145
0.08163265306122448,0.00010322176859819406,0.00044495119824740923,7.28458192960416e-05,6863.811881427275,3329.527958795785,3534.283922728282,-0.34919095355192264,0.0,0.1330456801952168
0.1020408163265306,0.00010837621398503453,0.0004617608908300703,6.821886434355321e-05,7329.350976578018,3553.3078282691276,3776.043148383207,-0.3,-0.043173104375347306,0.10989399824057097
0.12244897959183673,0.00011813470975225175,0.00038203784769978916,8.131101608515351e-05,6149.2282850805495,2989.62590693988,3159.602378153817,-0.3,-0.05537015242677239,0.10518003674542963
0.14285714285714285,0.0001532974160892532,0.0007310965918729596,5.699755345863547e-05,8772.306347502803,4218.432664847642,4553.873682749261,-0.3535534887159239,-0.021744000398353426,0.14194360605843245
0.16326530612244897,0.00012592717348305777,0.0001470324123229323,0.00012180907809966761,4104.784370810114,2017.19711063453,2087.587260072076,-0.3135035732568598,0.0,0.10116171343570972
0.18367346938775508,0.00017515567638808307,0.0004171584882499311,0.00012070504371916729,4142.328974729433,2011.3398422639148,2130.989132566763,-0.3520650240392164,-0.09858840315189334,0.12117102706552173
0.2040816326530612,0.0001392100607423916,0.0002878845011267506,0.00010108840936178676,4946.165471879533,2413.7406531395172,2532.424818888532,-0.3,-0.059440747361566924,0.09936582908027165
0.22448979591836732,0.00015271984690832702,0.00010870608663768716,0.00016546067224982805,3021.8661219560017,1488.6544991773262,1533.21162292589,-0.32053708694299027,-0.03573450993525678,0.09669739248856228
0.24489795918367346,0.00013965201565948617,9.361828574558739e-05,0.00015458187400993985,3234.5318828222225,1595.1361775542318,1639.39570537721,-0.3,0.0,0.08804869726003493
0.26530612244897955,0.00012717809698113472,0.0002112952799756869,9.680244756643534e-05,5165.158656198968,2529.489225432735,2635.6694309930826,-0.3,0.0,0.10043822946096594
0.2857142857142857,0.00013958828730930125,8.803867584558e-05,0.00016020813189478975,3120.94020492892,1539.7635784986342,1581.176626592518,-0.3,0.0,0.08710898679290716
0.3061224489795918,0.00014343107973536042,0.00021885816225064743,0.00011015442568449848,4539.082264620141,2222.058539090649,2317.023725639803,-0.3424614187923969,-0.026628790705683903,0.1185766488339277
0.32653061224489793,0.00017172419917100423,0.00038350170128720427,6.904419814496784e-05,7241.738095759094,3520.589708658197,3721.148387171779,-0.3,0.0,0.10951828676600914
0.3469387755102041,0.00016548572694673959,9.151592242033659e-05,0.00020478218560139114,2441.6186325695307,1204.2930771928222,1237.3255555459764,-0.3492494752709375,-0.04356564647269322,0.10573936982452606
0.36734693877551017,0.000578093821226414,0.0003478527306145351,0.0007117821964204083,702.4620768319583,341.9668881526886,360.4951888211872,-0.4300579909284581,-0.11091587365445557,0.11470724754305742
0.3877551020408163,0.0001470331304097748,0.00010515941351705174,0.00017355315110849942,2880.961807913438,1419.590512446608,1461.3712956210584,-0.3,-0.03925339700088142,0.08505283363666633
0.4081632653061224,0.00014400290460789825,9.15530223535263e-05,0.00018017523719712032,2775.0761302158644,1368.7623603643733,1406.3137698325081,-0.3506473612828909,0.0,0.10976972643439596
0.42857142857142855,0.0001931396024656502,0.00017205903517786487,0.00020895002793148922,2392.916645861609,1174.263518954569,1218.6531269978877,-0.3808174397107029,-0.08018604658190442,0.121236958010233
0.44897959183673464,0.000161724730119739,0.00014700477116407645,0.00017371877075027882,2878.215162637178,1414.431626014557,1463.7835365288556,-0.31432430226597674,-0.06659339544609935,0.09231683601792462
0.4693877551020408,0.0001283003408344732,0.00010884681896852531,0.00014550922556204248,3436.208240765176,1692.7544482891972,1743.4537927007186,-0.3150376828185272,-0.0008182019486390308,0.09725037920226261
0.4897959183673469,0.00019419248106728905,4.553505589169758e-05,0.00033690360923585686,1484.104017457692,734.9705574234977,749.1334602542483,-0.3,-0.04217228739143428,0.06776499226781828
0.5102040816326531,0.00014907915381958374,0.0001525717522971828,0.00014544103040541807,3437.819428363844,1688.8831851728246,1748.936243067219,-0.3152967845609568,-0.05167042065227781,0.09744578104951773
0.5306122448979591,0.00013536758542299112,9.511493244129002e-05,0.00018087058444578365,2764.4074990215595,1363.1398642377317,1401.267634846452,-0.3561918837917807,0.0,0.11248550814626433
0.5510204081632653,0.00012670238531787818,9.59989579906686e-05,0.00016438386431036266,3041.661066269211,1499.7574015035643,1541.9036648178298,-0.3306741017961817,-0.005280157023628442,0.10200436800798297
0.5714285714285714,0.00012224861730309125,9.539372366351208e-05,0.0001580551421558635,3163.452913851099,1559.8787290459222,1603.574184778401,-0.3187873843500234,0.0,0.09698040832335357
0.5918367346938775,0.00019035194728210086,0.00026263304126289346,8.554436100995161e-05,5844.920624772145,2855.4813675862606,2989.4392571854114,-0.3,0.0,0.1037443131300975
0.6122448979591836,0.00014229308710997992,9.313088865030812e-05,0.00021991761099367214,2273.5787176292797,1121.2747128633928,1152.3040048833136,-0.3758126244834912,-0.03364406533654503,0.11732266947901408
0.6326530612244897,0.00011707116758547724,5.0870324239130424e-05,0.00023108373112640783,2163.7178764797864,1070.94659825079,1092.7712782129238,-0.3234356458956785,0.0,0.08941079286497336
0.6530612244897959,0.00013121065127358932,0.0001040601286179652,0.00018231751744888177,2742.4682334692334,1351.4521809322105,1391.0160524434395,-0.3,-0.04422895631948738,0.08376939652536011
0.673469387755102,0.00011042025452239794,5.822500722567154e-05,0.0002180729520718961,2292.810709691199,1134.0342644565244,1158.7764451941475,-0.33114999277738955,0.0,0.09485226837000535
0.6938775510204082,0.0001851293318137005,0.00015556598888681673,0.00025213957578130373,1983.0286398372846,974.0250646452041,1009.0035751068208,-0.43091031274612007,0.0,0.14191857275933656
0.7142857142857142,0.00010454316176357026,6.257947894337653e-05,0.00020945236881405452,2387.177585168858,1180.2355819252916,1206.9420033062852,-0.3120680250930108,-0.013374240536569191,0.08620524323870725
0.7346938775510203,0.00012615437513564261,1.664098033958252e-05,0.00042942223764780887,1164.3551641392405,578.8189693371532,585.5361947953133,-0.3,0.0,0.061422069871572525
0.7551020408163265,9.357145426469445e-05,5.661451967356138e-05,0.00020752200258735472,2409.3830714861106,1191.8725173851926,1217.5105541503654,-0.3,0.0,0.08032866430330801
0.7755102040816326,8.944934084278248e-05,3.795407365431874e-05,0.00026734208203929355,1870.2629836648412,926.9841323043875,943.2788512558691,-0.3103023778216026,0.0,0.07893751627446731
0.7959183673469387,8.647211814162632e-05,5.3819425099083085e-05,0.00021381762100754486,2338.4415074028657,1157.0901884907653,1181.35131911622,-0.3,0.0,0.07954784817056434
0.8163265306122448,0.00010909313755877833,6.451300797156629e-05,0.00030722704683527614,1627.4608799663547,804.4873069267487,822.9735730916655,-0.4009031558444134,0.0,0.12126880200857011
0.836734693877551,9.556933939832705e-05,2.1816672469954602e-05,0.00047355175740623566,1055.8507959401759,524.4381582443239,531.4126377961875,-0.36796318088087576,-0.00379750262449871,0.09344643202355389
0.8571428571428571,7.874137365324563e-05,4.0158724640532425e-05,0.00031023726772952474,1611.6696864353144,798.6129511082472,813.0567353129372,-0.3265426462886978,-0.028963067952984107,0.083354085642316
0.8775510204081632,9.193189326390144e-05,2.69721796472848e-05,0.0005574765075163206,896.8987808634411,445.1556721817178,451.74310885609157,-0.3,-0.043570837995137925,0.05473275003197133
0.8979591836734693,6.226455651439557e-05,1.3004270867714945e-05,0.0004957550702051846,1008.5625543422066,501.70951488682476,506.8530397206705,-0.3,0.0,0.0577062875622844
0.9183673469387754,5.750017385041741e-05,3.9923996094877565e-05,0.0002552321736002404,1959.0006735300994,970.7477467151984,988.2529268977887,-0.3,0.0,0.0749303125068567
0.9387755102040816,4.579757760639049e-05,2.838798624468871e-05,0.000312744645152484,1598.7483966707368,793.3509271294752,805.397469509975,-0.3,0.0,0.06964464879340193
0.9591836734693877,4.4311147478887145e-05,8.936019792899432e-06,0.0008756266480995974,571.0196247397107,284.30281005903817,286.71681465800793,-0.3154144438701209,-0.02182474506999028,0.05087149017719557
0.9795918367346939,3.378393231201253e-05,2.589026317547116e-05,0.00041268005086599795,1211.5923677925894,601.4369541717824,610.155413768618,-0.34521995991628024,-0.020737947308925492,0.08547156523794368
1.0,4.846658368468459e-07,4.846658368468459e-07,0.015320278571106995,32.636482221802,16.302175095843268,16.334307227916725,-0.4284786674478324,0.0,0.03491507122066916
